date,wordcount,chapter,work,author
2020-10-15,1235,7.4 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1355,7.5 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1080,7.6 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1257,7.7 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1938,7.8 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1347,7.9 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1443,7.10 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1966,7.11 - The Art of War,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-15,1583,8.1 - A Dungeon Experience,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-16,1391,8.2 - A Dungeon Experience,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-16,2316,8.3 - A Dungeon Experience,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-20,1442,9.1 - Defiance,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-20,1507,9.2 - Defiance,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-30,1581,9.3 - Defiance,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-30,1320,9.4 - Defiance,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-30,902,9.5 - Defiance,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-31,1433,10.1 - A Meeting of Fate,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-10-31,1505,10.2 - A Meeting of Fate,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-11-30,1435,11.1 - Complications,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-11-30,1190,11.2 - Complications,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-12-08,1472,11.3 - Complications,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-12-08,1039,11.4 - Complications,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-12-10,1125,11.5 - Complications,Ithalon: The Glass Cannon,"Origin, The Creator"
2020-11-08,2506,- 1 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-09,1798,- 2 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-09,1436,- 3 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-10,2101,- 4 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-14,1421,- 5 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-14,1448,- 6 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-15,1078,- 7 - ,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-15,1134,- 8 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-15,1881,- 9 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-15,1039,- 10 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-16,1336,- 11 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-16,1505,- 12 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-16,1075,- 13 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-16,1370,- 14 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-21,1333,- 15 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-21,1095,- 16 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-21,1051,- 17 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-21,1468,- 18 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-11-23,1390,- 19 -,Ithalon: Galaxy Wars,"Origin, The Creator"
2020-09-02,1211,1 - Xavier,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-02,1423,2 - Playing Fools,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-03,2326,3 - Completion,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-03,1424,4 - Night's Walk,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-04,1475,5 - Outburst,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-04,1054,6 - Training,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-05,1288,7 - Culture Game,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-06,835,8 - Changing Pace ,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-07,1069,9 - Meeting The One,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-07,1294,10 - One On One,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-09,1733,11 - Meetings,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-10,1097,12 - Cheater,Ithalon: The Xenos' Files,"Origin, The Creator"
2020-09-11,1317,13 - Conclusion,Ithalon: The Xenos' Files,"Origin, The Creator"
