date,wordcount,chapter,work,author
2020-06-10,2242,Chapter 8 - Accomplishment,Blessed Time,CoCop
2020-06-11,2567,Chapter 9 - Ambush,Blessed Time,CoCop
2020-06-12,1923,Chapter 10 - Reset,Blessed Time,CoCop
2020-06-16,2573,Chapter 11 - Once Again,Blessed Time,CoCop
2020-06-19,2023,Chapter 12 - Reclassed,Blessed Time,CoCop
2020-06-23,2404,Chapter 13 - The Plan,Blessed Time,CoCop
2020-06-26,2476,Chapter 14 - Prodigy,Blessed Time,CoCop
2020-06-27,2440,Chapter 15 - With Great Purpose,Blessed Time,CoCop
2020-06-28,2133,Chapter 16 - Goodbyes,Blessed Time,CoCop
2020-06-29,2056,Chapter 17 - The Capital,Blessed Time,CoCop
2020-06-30,2326,Chapter 18 - Academy,Blessed Time,CoCop
2020-07-01,2163,Chapter 19 - School Life,Blessed Time,CoCop
2020-07-02,2975,Chapter 20 - The Ritual,Blessed Time,CoCop
2020-07-03,2552,Chapter 21 - Graduation,Blessed Time,CoCop
2020-07-05,2602,Chapter 22 - Squire,Blessed Time,CoCop
2020-07-06,2313,Chapter 23 - Third Time's The Charm,Blessed Time,CoCop
2020-07-10,2416,Chapter 24 - Ritualist,Blessed Time,CoCop
2020-07-11,2194,Chapter 25 - A Third Class,Blessed Time,CoCop
2020-07-13,2103,Chapter 26 - Solo? Leveling,Blessed Time,CoCop
2020-07-17,2740,Chapter 27 - Divine Revelation ,Blessed Time,CoCop
2020-07-21,2076,Chapter 28 - Forging Forward,Blessed Time,CoCop
2020-07-24,2110,Chapter 29 - Evolution,Blessed Time,CoCop
2020-07-28,2328,Chapter 30 - The Grove,Blessed Time,CoCop
2020-07-31,2687,Chapter 31 - A Fateful Encounter,Blessed Time,CoCop
2020-08-04,2154,Chapter 32 - An Awkward Reunion,Blessed Time,CoCop
2020-08-07,1993,Chapter 33 - Summoning Something Larger Than Your Own Head,Blessed Time,CoCop
2020-08-11,1796,Chapter 34 - Being Social,Blessed Time,CoCop
2020-08-14,1956,Chapter 35 - Legion,Blessed Time,CoCop
2020-08-18,2995,Chapter 36 - A Night On The Town,Blessed Time,CoCop
2020-08-21,2201,Chapter 37 - Do Not Go Gentle Into That Good Night,Blessed Time,CoCop
2020-08-25,3290,Chapter 38 - Old Age Should Rave and Burn At The Close of Day,Blessed Time,CoCop
2020-08-28,2040,"Chapter 39 - Rage, Rage Against The Dying Of The Light",Blessed Time,CoCop
2020-09-01,3992,Chapter 40 - Though Wise Men Know At The End That Dark Is Right,Blessed Time,CoCop
2020-09-04,2296,Chapter 41 - Victory,Blessed Time,CoCop
2020-09-08,2494,Chapter 42 - An Epilogue of Sorts,Blessed Time,CoCop
2020-09-11,2494,Chapter 43 - The Setting Sun,Blessed Time,CoCop
2020-09-15,2339,Chapter 44 - The Cost,Blessed Time,CoCop
2020-09-18,2190,Chapter 45 - A Proper Display of Gratitude,Blessed Time,CoCop
2020-09-22,2783,Chapter 46 - An Unwelcome Finale,Blessed Time,CoCop
2020-09-24,2722,Chapter 47 - A Conversation Over Tea,Blessed Time,CoCop
2020-09-29,2282,Chapter 48 - Candidate,Blessed Time,CoCop
2020-10-02,2365,Chapter 49 - Trevor,Blessed Time,CoCop
2020-10-06,1881,Chapter 50 - Trials of the Tutor,Blessed Time,CoCop
2020-10-09,2110,Chapter 51 - Second Hand Blessing,Blessed Time,CoCop
2020-10-13,2065,Chapter 52 - Growing Pains,Blessed Time,CoCop
2020-10-15,2707,Chapter 53 - Catching Up,Blessed Time,CoCop
2020-10-19,2381,Chapter 54 - Deer Friends,Blessed Time,CoCop
2020-10-23,2129,Chapter 55 - Getting Messy,Blessed Time,CoCop
2020-10-26,2359,Chapter 56 - Practice,Blessed Time,CoCop
2020-10-30,2342,Chapter 57 - Hunting,Blessed Time,CoCop
2020-11-03,2103,Chapter 58 - Responsibility,Blessed Time,CoCop
2020-11-06,1924,Chapter 59 - Birthday,Blessed Time,CoCop
2020-11-10,2258,Chapter 60 - The Home Front,Blessed Time,CoCop
2020-11-13,2180,Chapter 61 - Reclaiming the Grove,Blessed Time,CoCop
2020-11-17,2287,Chapter 62,Blessed Time,CoCop
2020-11-20,2138,Chapter 63 - Improvements,Blessed Time,CoCop
2020-11-24,2475,Chapter 64 - Injuries of the Heart,Blessed Time,CoCop
2020-11-27,2619,Chapter 65 - A Stolen Battle,Blessed Time,CoCop
2020-12-01,2021,Chapter 66 - Evolution Interrupted,Blessed Time,CoCop
2020-12-04,2326,Chapter 67 - Combat Interlude,Blessed Time,CoCop
2020-12-08,2280,Chapter 68 - Troubles for Another Day,Blessed Time,CoCop
2020-12-11,2248,Chapter 69 - Nice,Blessed Time,CoCop
2019-12-01,3243,Chapter 1 - Prologue,Viceroy's Pride,CoCop
2019-12-02,2453,Chapter 2 - Budget Cuts,Viceroy's Pride,CoCop
2019-12-02,2798,Chapter 3 - Paying the Bills,Viceroy's Pride,CoCop
2019-12-04,1898,Chapter 4 - The System,Viceroy's Pride,CoCop
2019-12-04,2541,Chapter 5 - Setting the Baseline,Viceroy's Pride,CoCop
2019-12-06,2787,Chapter 6 - The Next Steps,Viceroy's Pride,CoCop
2019-12-07,2879,Chapter 7 - Training and Waiting,Viceroy's Pride,CoCop
2019-12-07,1630,Chapter 8 - Beyond,Viceroy's Pride,CoCop
2019-12-09,2937,Chapter 9 - Camping,Viceroy's Pride,CoCop
2019-12-09,2836,Chapter 10 - Getting Established,Viceroy's Pride,CoCop
2019-12-10,1864,Chapter 11 - Making New Friends,Viceroy's Pride,CoCop
2019-12-10,1795,Chapter 12 - Assembling a Party,Viceroy's Pride,CoCop
2019-12-11,2698,Chapter 13 - Delving (I),Viceroy's Pride,CoCop
2019-12-12,2111,Chapter 14 - Delving (II),Viceroy's Pride,CoCop
2019-12-13,2228,Chapter 15 - Delving (III),Viceroy's Pride,CoCop
2019-12-14,2437,Chapter 16 - Ants! (I),Viceroy's Pride,CoCop
2019-12-17,2622,Chapter 17 - Ants! (II),Viceroy's Pride,CoCop
2019-12-18,2271,Chapter 18 - Back to Town,Viceroy's Pride,CoCop
2019-12-21,2681,Chapter 19 - A Night Outdoors,Viceroy's Pride,CoCop
2019-12-22,2285,Chapter 20 - Rematch (I),Viceroy's Pride,CoCop
2019-12-22,1800,Chapter 21 - Rematch (II),Viceroy's Pride,CoCop
2019-12-25,2107,Chapter 22 - Ranking Up,Viceroy's Pride,CoCop
2019-12-26,1937,Chapter 23 - Morning's Harsh Light,Viceroy's Pride,CoCop
2019-12-27,2472,Chapter 24 - Mistranslations and Explanations ,Viceroy's Pride,CoCop
2019-12-27,1876,Chapter 25 - Friendships?,Viceroy's Pride,CoCop
2019-12-28,2192,Chapter 26 - Hasty Decisions,Viceroy's Pride,CoCop
2019-12-29,1637,Chapter 27 - Escape,Viceroy's Pride,CoCop
2019-12-30,2057,Chapter 28 - Exile,Viceroy's Pride,CoCop
2019-12-30,2093,Chapter 29 - Mad Scramble,Viceroy's Pride,CoCop
2020-01-01,2435,Chapter 30 - Nightfall Reprise,Viceroy's Pride,CoCop
2020-01-01,1680,Chapter 31 - Helpless,Viceroy's Pride,CoCop
2020-01-02,1808,Chapter 32 - Tutelage,Viceroy's Pride,CoCop
2020-01-02,1940,Chapter 33 - Training Montage,Viceroy's Pride,CoCop
2020-01-03,2461,Chapter 34 - Gilded Cage,Viceroy's Pride,CoCop
2020-01-06,2271,Chapter 35 - Runescripting Apprentice,Viceroy's Pride,CoCop
2020-01-07,2139,Chapter 36 - Runeforged,Viceroy's Pride,CoCop
2020-01-08,2283,Chapter 37 - Stalker in the Night,Viceroy's Pride,CoCop
2020-01-09,2314,Chapter 38 - The Third Night,Viceroy's Pride,CoCop
2020-01-10,2396,Chapter 39 - Two Weeks Notice,Viceroy's Pride,CoCop
2020-01-11,1901,Chapter 40 - Freedom,Viceroy's Pride,CoCop
2020-01-12,2746,Chapter 41 - Triumphant Return,Viceroy's Pride,CoCop
2020-01-12,1885,Chapter 42 - Epilogue Book 1,Viceroy's Pride,CoCop
2020-01-13,2476,(43) - Book II - Chapter 1 - Prologue,Viceroy's Pride,CoCop
2020-01-14,1766,(44) - Book II - Chapter 2 - Recruits,Viceroy's Pride,CoCop
2020-01-14,2202,(45) - Book II - Chapter 3 - Testing,Viceroy's Pride,CoCop
2020-01-15,2069,(46) - Book II - Chapter 4 - The Other Half,Viceroy's Pride,CoCop
2020-01-16,2084,(47) - Book II - Chapter 5 - Shapes on the Horizon,Viceroy's Pride,CoCop
2020-01-17,2140,(48) - Book II - Chapter 6 - The Precipice,Viceroy's Pride,CoCop
2020-01-18,2324,(49) - Book II - Chapter 7 - Faltering Steps,Viceroy's Pride,CoCop
2020-01-19,2810,(50) - Book II - Chapter 8 - Reap the Whirlwind,Viceroy's Pride,CoCop
2020-01-19,2553,(51) - Book II - Chapter 9 - Scatter,Viceroy's Pride,CoCop
2020-01-21,1836,(52) - Book II - Chapter 10 - Starlit Duel,Viceroy's Pride,CoCop
2020-01-22,2108,(53) - Book II - Chapter 11 - Welcome to the Jungle,Viceroy's Pride,CoCop
2020-01-24,2243,(54) - Book II - Chapter 12 - Reflection,Viceroy's Pride,CoCop
2020-01-24,2069,(55) - Book II - Chapter 13 - The Professionals,Viceroy's Pride,CoCop
2020-01-25,2364,(56) - Book II - Chapter 14 - Ambush,Viceroy's Pride,CoCop
2020-01-26,2063,(57) - Book II - Chapter 15 - Acquisition I,Viceroy's Pride,CoCop
2020-01-27,2784,(58) - Book II - Chapter 16 - Acquisition II,Viceroy's Pride,CoCop
2020-01-28,2010,(59) - Book II - Chapter 17 - Acquisition (Final),Viceroy's Pride,CoCop
2020-01-29,2114,(60) - Book II - Chapter 18 - Question and Answer,Viceroy's Pride,CoCop
2020-01-30,2229,(61) - Book II - Chapter 19 - As Dawn Breaks,Viceroy's Pride,CoCop
2020-01-31,1713,(62) - Book II - Chapter 20 - A Walk in the Woods,Viceroy's Pride,CoCop
2020-02-01,2278,(63) - Book II - Chapter 21 - Infiltration,Viceroy's Pride,CoCop
2020-02-02,2323,(64) - Book II- Chapter 22 - Hide and Seek,Viceroy's Pride,CoCop
2020-02-03,1911,(65) - Book II - Chapter 23 - Monsters & Prey,Viceroy's Pride,CoCop
2020-02-06,2150,(66) - Book II - Chapter 24 - Retaking the Amazon (I),Viceroy's Pride,CoCop
2020-02-09,2128,(67) - Book II - Chapter 25 - Retaking the Amazon (II),Viceroy's Pride,CoCop
2020-02-11,2151,(68) - Book II - Chapter 26 - Retaking the Amazon (III),Viceroy's Pride,CoCop
2020-02-13,2258,(69) - Book II - Chapter 27 - Retaking the Amazon (IV),Viceroy's Pride,CoCop
2020-02-17,2090,(70) - Book II - Chapter 28 - Stowaway (I),Viceroy's Pride,CoCop
2020-02-18,2271,(71) Book II - Chapter 29 - Stowaway (II),Viceroy's Pride,CoCop
2020-02-20,2238,(72) - Book II - Chapter 30 - The Final Frontier,Viceroy's Pride,CoCop
2020-02-24,2143,(73) - Book II - Chapter 31 - Assuming Direct Control,Viceroy's Pride,CoCop
2020-02-25,2129,(74) - Book II - Chapter 32 - Catching Up,Viceroy's Pride,CoCop
2020-02-27,2334,(75) - Book II - Chapter 33 - The World Keeps Turning,Viceroy's Pride,CoCop
2020-03-02,2011,(76) - Book II - Chapter 34 - There's No Place Like Home,Viceroy's Pride,CoCop
2020-03-03,2043,(77) - Book II - Chapter 35 - America in Flames,Viceroy's Pride,CoCop
2020-03-05,2056,(78) - Book II - Chapter 36 - Storming the Citadel,Viceroy's Pride,CoCop
2020-03-08,2166,(79) - Book II - Chapter 37 - There and Back Again,Viceroy's Pride,CoCop
2020-03-10,2188,(80) - Book II - Chapter 38 - Mageking Ibis,Viceroy's Pride,CoCop
2020-03-12,2251,(81) Book II - Grand Theft Viceroy (I),Viceroy's Pride,CoCop
2020-03-16,2302,(82) - Book II - Chapter 40 - Grand Theft Viceroy II,Viceroy's Pride,CoCop
2020-03-17,1975,(83) - Book II - Chapter 41 - Epilogue,Viceroy's Pride,CoCop
2020-03-26,2057,(84) - Book III - Chapter 1 - Prologue,Viceroy's Pride,CoCop
2020-03-30,2055,(85) - Book III - Chapter 2 - Bayou Country,Viceroy's Pride,CoCop
2020-03-31,2039,(86) - Book III - Chapter 3 - Recruitment,Viceroy's Pride,CoCop
2020-04-02,1906,(87) - Book III - Chapter 4 - The Raid (I),Viceroy's Pride,CoCop
2020-04-06,2248,(88) - Book III - The Raid (II),Viceroy's Pride,CoCop
2020-04-08,2268,(89) - Book III - Chapter 6 - Ambush,Viceroy's Pride,CoCop
2020-04-09,2043,(90) - Book III - Chapter 7 - Setbacks,Viceroy's Pride,CoCop
2020-04-13,2223,(91) - Book III - Chapter 8 - Negotiations Under Fire,Viceroy's Pride,CoCop
2020-04-14,2135,(92) - Book III - Chapter 9 - Earning a Paycheck (I),Viceroy's Pride,CoCop
2020-04-20,2039,(93) - Book III - Chapter 10 - Earning a Paycheck (II),Viceroy's Pride,CoCop
2020-04-23,2391,(94) - Book III - Chapter 11 - Boss Fight,Viceroy's Pride,CoCop
2020-04-27,1906,(95) - Book III - Reunion,Viceroy's Pride,CoCop
2020-04-30,1800,(96) - Book III - Chapter 13 - Gearing Up,Viceroy's Pride,CoCop
2020-05-04,2144,(97) - Book III - Chapter 14 - Independent Study,Viceroy's Pride,CoCop
2020-05-07,2318,(98) - Book III - Chapter 15 - Planning,Viceroy's Pride,CoCop
2020-05-11,2110,(99) - Book III - Chapter 16 - You’re Not a Thief if You’re the Good Guy,Viceroy's Pride,CoCop
2020-05-14,1986,(100) - Book III - Chapter 17 - Joint Ventures,Viceroy's Pride,CoCop
2020-05-18,2000,(101) - Book III - Chapter 18 - Miami,Viceroy's Pride,CoCop
2020-05-21,2150,(102) - Book III - Chapter 19 - Siege,Viceroy's Pride,CoCop
2020-05-25,2250,(103) - Book III - Chapter 20 - Veni Vici ,Viceroy's Pride,CoCop
2020-05-28,2596,(104) - Book III - Chapter 21 - Mergers and Acquisitions,Viceroy's Pride,CoCop
2020-06-01,1850,(105) - Book III - Chapter 22 - Calm Before the Storm,Viceroy's Pride,CoCop
2020-06-04,2103,(106) - Book III - Chapter 23 - Stealth,Viceroy's Pride,CoCop
2020-06-08,1831,(107) - Rescue?,Viceroy's Pride,CoCop
2020-06-11,2081,(108) - Book III - Chapter 25 - Expansion,Viceroy's Pride,CoCop
2020-06-15,2165,(109) - Book III - Chapter 26 - Pound of Cure,Viceroy's Pride,CoCop
2020-06-18,2052,(110) - Book III - Chapter 27 - Shock and Awe,Viceroy's Pride,CoCop
2020-06-23,2172,(111) - Book III - Chapter 28 - The Hangover,Viceroy's Pride,CoCop
2020-06-25,1990,(112) - Book III - Chapter 29 - New Toys,Viceroy's Pride,CoCop
2020-06-29,2022,(113) - Battle of Bakersfield,Viceroy's Pride,CoCop
2020-07-06,2131,(114) - Book 3 - Chapter 31 - The Dogs of War,Viceroy's Pride,CoCop
2020-07-09,1939,(115) - Book 3 - Consolidation,Viceroy's Pride,CoCop
2020-07-13,1902,(116) - Book 3 - Chapter 33 - From Sea to Shining Sea,Viceroy's Pride,CoCop
2020-07-16,1931,(117) - Book 3 - Chapter 34 - Surviving Contact with the Enemy,Viceroy's Pride,CoCop
2020-07-20,2188,(118) - Book III - Chapter 35 - It's Raining Orakh,Viceroy's Pride,CoCop
2020-07-23,2037,(119) - Book III - Chapter 36 - Half a League Onward,Viceroy's Pride,CoCop
2020-07-27,2267,(120) - Book III - Chapter 37 - Accepting the Invitation,Viceroy's Pride,CoCop
2020-07-31,2250,"(121) - Book III - Chapter 38 - For Auld Lang Syne, My Dear",Viceroy's Pride,CoCop
2020-08-05,2342,(122) - Book III - Clash of Champions,Viceroy's Pride,CoCop
2020-10-26,2369,(123) - Book III - Chapter 40 - A Dance in the Dark,Viceroy's Pride,CoCop
2020-10-26,1673,(124) - Book III - Chapter 41 - Epilogue,Viceroy's Pride,CoCop
2020-03-14,2355,Chapter 1 - The Descent of Angels,"Burning Stars, Falling Skies",CoCop
2020-03-15,2336,Chapter 2 - Broodmother,"Burning Stars, Falling Skies",CoCop
2020-03-16,2089,Chapter 3 - Lament,"Burning Stars, Falling Skies",CoCop
2020-03-16,2357,Chapter 4 - Queen of the Swamp,"Burning Stars, Falling Skies",CoCop
2020-03-18,2531,Chapter 5 - The First Year,"Burning Stars, Falling Skies",CoCop
2020-03-19,2315,Chapter 6 - Daughters,"Burning Stars, Falling Skies",CoCop
2020-03-21,2287,Chapter 7 - Conquest,"Burning Stars, Falling Skies",CoCop
2020-03-23,2269,Chapter 8 - Unity,"Burning Stars, Falling Skies",CoCop
2020-03-24,1800,Chapter 9 - Nation,"Burning Stars, Falling Skies",CoCop
2020-03-26,2479,Chapter 10 - Industry,"Burning Stars, Falling Skies",CoCop
2020-03-28,2295,Chapter 11 - Suspended Among the Angels,"Burning Stars, Falling Skies",CoCop
2020-04-01,2218,Chapter 12 - To Seize Destiny,"Burning Stars, Falling Skies",CoCop
2020-04-02,2303,Chapter 13 - Unwelcome Guests,"Burning Stars, Falling Skies",CoCop
2020-04-03,2421,Chapter 14 - Crossing Blades,"Burning Stars, Falling Skies",CoCop
2020-04-04,1750,14.1 Appendix (Not A Chapter),"Burning Stars, Falling Skies",CoCop
2020-04-05,2092,Chapter 15 - Drums of War,"Burning Stars, Falling Skies",CoCop
2020-04-10,2745,Chapter 16 - At the Threshold,"Burning Stars, Falling Skies",CoCop
2020-04-12,2121,Chapter 17 - Making History,"Burning Stars, Falling Skies",CoCop
2020-04-15,2108,Chapter 18 - Reclamation,"Burning Stars, Falling Skies",CoCop
2020-04-17,2300,Chapter 19 - Vengeance,"Burning Stars, Falling Skies",CoCop
2020-04-19,2633,Chapter 20 - Jubilation ,"Burning Stars, Falling Skies",CoCop
2020-04-19,2543,Chapter 21 - Dreams of Fire and Shadow,"Burning Stars, Falling Skies",CoCop
2020-04-24,2686,Chapter 22 - Gathering,"Burning Stars, Falling Skies",CoCop
2020-04-28,2552,Chapter 23 - The Last Supper,"Burning Stars, Falling Skies",CoCop
2019-11-29,1570,Chapter 1,As the Godking Wills,CoCop
2019-11-29,2489,Chapter 2,As the Godking Wills,CoCop
2019-11-29,2554,Chapter 3,As the Godking Wills,CoCop
2019-11-29,2152,Chapter 4,As the Godking Wills,CoCop
2019-11-29,2223,Chapter 5,As the Godking Wills,CoCop
2019-11-29,4240,Chapter 6,As the Godking Wills,CoCop
2019-11-29,2567,Chapter 7,As the Godking Wills,CoCop
2019-11-29,2343,Chapter 8,As the Godking Wills,CoCop
2019-11-29,4112,Chapter 9,As the Godking Wills,CoCop
2019-11-30,3054,Chapter 10,As the Godking Wills,CoCop
2019-11-30,3460,Chapter 11 - An Interlude,As the Godking Wills,CoCop
2019-11-30,2350,Chapter 12,As the Godking Wills,CoCop
2019-11-30,3310,Chapter 13,As the Godking Wills,CoCop
2019-12-01,2696,Chapter 14,As the Godking Wills,CoCop
2019-12-01,1230,Chapter 14.5 - Interlude II,As the Godking Wills,CoCop
2019-12-01,3507,Chapter 15,As the Godking Wills,CoCop
2019-12-02,3730,Chapter 16,As the Godking Wills,CoCop
2019-12-03,2873,Chapter 17,As the Godking Wills,CoCop
2019-12-04,1015,Chapter 18,As the Godking Wills,CoCop
2019-12-05,2874,Chapter 19,As the Godking Wills,CoCop
2019-12-06,3682,Chapter 20,As the Godking Wills,CoCop
2019-12-07,1050,Chapter 20.5 - Crescendo,As the Godking Wills,CoCop
2019-12-08,2056,Chapter 21,As the Godking Wills,CoCop
2019-12-10,239,Author's Note,As the Godking Wills,CoCop
