date,wordcount,chapter,work,author
2020-11-25,2055,Chapter Twenty-Five - A Lesson in Schooling,Dead Tired,RavensDagger
2020-11-26,2082,Chapter Twenty-Six - A Knock at the Door,Dead Tired,RavensDagger
2020-11-27,2094,Chapter Twenty-Seven - A Difficult Question,Dead Tired,RavensDagger
2020-11-29,2113,Chapter Twenty-Eight - A Lesson in Humility,Dead Tired,RavensDagger
2020-11-30,2116,Chapter Twenty-Nine - A Bong,Dead Tired,RavensDagger
2020-12-01,2164,Chapter Thirty - A Talk and a Walk,Dead Tired,RavensDagger
2020-12-02,2110,Chapter Thirty-One - A Dead City,Dead Tired,RavensDagger
2020-12-03,2101,Chapter Thirty-Two - A Rocky Start,Dead Tired,RavensDagger
2020-12-04,2095,Chapter Thirty-Three - A Party,Dead Tired,RavensDagger
2020-12-05,2192,Chapter Thirty-Four - A Dramatic Run,Dead Tired,RavensDagger
2020-12-06,2144,Chapter Thirty-Five - A Wine-ing Proposition,Dead Tired,RavensDagger
2020-12-08,2106,Chapter Thirty-Six - A Leaf of Faith,Dead Tired,RavensDagger
2020-12-09,2083,Chapter Thirty-Seven - A Real Tool,Dead Tired,RavensDagger
2020-07-28,48,Maps,Cinnamon Bun,RavensDagger
2020-04-05,2286,Chapter Zero - A Call to Adventure,Cinnamon Bun,RavensDagger
2020-04-06,2153,Chapter One - Like You've Seen a Ghost,Cinnamon Bun,RavensDagger
2020-04-07,2103,Chapter Two - Who You Gonna Call?,Cinnamon Bun,RavensDagger
2020-04-08,2093,Chapter Three - Crime Spree,Cinnamon Bun,RavensDagger
2020-04-09,2196,Chapter Four - Dusting Off History,Cinnamon Bun,RavensDagger
2020-04-10,2129,Chapter Five - An Insightful Afternoon,Cinnamon Bun,RavensDagger
2020-04-13,2191,Chapter Six - Armoured and Ready,Cinnamon Bun,RavensDagger
2020-04-15,2091,Chapter Seven - Grave,Cinnamon Bun,RavensDagger
2020-04-17,2159,Chapter Eight - A Look into the Past,Cinnamon Bun,RavensDagger
2020-04-20,2137,Chapter Nine - Dungeon Dive,Cinnamon Bun,RavensDagger
2020-04-22,2042,Chapter Ten - Mushroom Hop,Cinnamon Bun,RavensDagger
2020-04-24,2186,Chapter Eleven - Wearing Many Hats,Cinnamon Bun,RavensDagger
2020-04-27,2140,Chapter Twelve - Tea Time,Cinnamon Bun,RavensDagger
2020-04-29,2066,Chapter Thirteen - Off With Her Head,Cinnamon Bun,RavensDagger
2020-05-01,2454,Chapter Fourteen - A Very High Cinnamon Bun,Cinnamon Bun,RavensDagger
2020-05-04,2219,Chapter Fifteen - The Last One Smiling,Cinnamon Bun,RavensDagger
2020-05-05,2147,Chapter Sixteen - Ready Check,Cinnamon Bun,RavensDagger
2020-05-06,2078,Chapter Seventeen - The Road Untraveled,Cinnamon Bun,RavensDagger
2020-05-07,2008,Chapter Eighteen - Pick a Pixie,Cinnamon Bun,RavensDagger
2020-05-08,2109,Chapter Nineteen - Blue Skies,Cinnamon Bun,RavensDagger
2020-05-11,2541,Chapter Twenty - A Ribbiting Meeting,Cinnamon Bun,RavensDagger
2020-05-12,2126,Chapter Twenty-One - Tiny Fish Huge Pond,Cinnamon Bun,RavensDagger
2020-05-13,2056,Chapter Twenty-Two - A Long Talk Off a Short Pier,Cinnamon Bun,RavensDagger
2020-05-14,2092,Chapter Twenty-Three - Friendmaking,Cinnamon Bun,RavensDagger
2020-05-15,2125,Chapter Twenty-Four - Rockstack,Cinnamon Bun,RavensDagger
2020-05-18,2220,Chapter Twenty-Five - The Hop On Inn,Cinnamon Bun,RavensDagger
2020-05-20,2204,Chapter Twenty-Six - Selling for a Bargain,Cinnamon Bun,RavensDagger
2020-05-22,2070,Chapter Twenty-Seven - Planting the Seeds of a Quest,Cinnamon Bun,RavensDagger
2020-05-25,2140,Chapter Twenty-Eight - JourneyBun,Cinnamon Bun,RavensDagger
2020-05-27,2117,Chapter Twenty-Nine - Mad Hare,Cinnamon Bun,RavensDagger
2020-05-29,2099,Chapter Thirty - A Very Handsome Tree,Cinnamon Bun,RavensDagger
2020-06-01,2060,Chapter Thirty-One - In Which Broccoli Gives the Locals Weaponry,Cinnamon Bun,RavensDagger
2020-06-01,174,Sidestory Announcement - Oak: A Tree's Quest,Cinnamon Bun,RavensDagger
2020-06-02,2079,Chapter Thirty-Two - Hop on Out,Cinnamon Bun,RavensDagger
2020-06-03,2178,Chapter Thirty-Three - The First Step in a Short Journey,Cinnamon Bun,RavensDagger
2020-06-04,2864,Chapter Thirty-Four - The Embers of Magic,Cinnamon Bun,RavensDagger
2020-06-05,2134,Chapter Thirty-Five - A Spark in the Night,Cinnamon Bun,RavensDagger
2020-06-08,2145,Chapter Thirty-Six - I Just Want to Set the World on Fire,Cinnamon Bun,RavensDagger
2020-06-09,2121,Chapter Thirty-Seven - Let me Level With You,Cinnamon Bun,RavensDagger
2020-06-10,2204,Chapter Thirty-Eight - Port Royal,Cinnamon Bun,RavensDagger
2020-06-11,2106,"Chapter Thirty-Nine - Guild Me Up, Buttercup",Cinnamon Bun,RavensDagger
2020-06-12,2044,Chapter Forty - An Offer,Cinnamon Bun,RavensDagger
2020-06-15,2151,Chapter Forty-One - Booksie,Cinnamon Bun,RavensDagger
2020-06-16,2157,Chapter Forty-Two - Sorry for Harpy Rocking,Cinnamon Bun,RavensDagger
2020-06-17,2127,Chapter Forty-Three - The Silver Boot,Cinnamon Bun,RavensDagger
2020-06-18,2093,Chapter Forty-Four - A Step Around the Boot,Cinnamon Bun,RavensDagger
2020-06-19,2197,Chapter Forty-Five - Upskirt Down,Cinnamon Bun,RavensDagger
2020-06-22,2145,Chapter Forty-Six - A Slimey Situation,Cinnamon Bun,RavensDagger
2020-06-23,2084,Chapter Forty-Seven - Mud and Bone,Cinnamon Bun,RavensDagger
2020-06-24,2092,Chapter Forty-Eight - A Good Boy,Cinnamon Bun,RavensDagger
2020-06-25,2154,Chapter Forty-Nine - Rift,Cinnamon Bun,RavensDagger
2020-06-26,2141,Chapter Fifty - Ambush,Cinnamon Bun,RavensDagger
2020-06-29,2094,Chapter Fifty-One - Fetching Help,Cinnamon Bun,RavensDagger
2020-06-30,2044,Chapter Fifty-Two - Hard to Ignore,Cinnamon Bun,RavensDagger
2020-07-01,2180,Chapter Fifty-Three - Buntimidation,Cinnamon Bun,RavensDagger
2020-07-03,2150,Chapter Fifty-Four - The Return,Cinnamon Bun,RavensDagger
2020-07-06,2151,Chapter Fifty-Five - Revelations,Cinnamon Bun,RavensDagger
2020-07-08,2040,Chapter Fifty-Six - Dreaming Big,Cinnamon Bun,RavensDagger
2020-07-10,2095,Chapter Fifty-Seven - Pomf,Cinnamon Bun,RavensDagger
2020-07-13,2111, Chapter Fifty-Eight - Opportunity Comes Kicking,Cinnamon Bun,RavensDagger
2020-07-15,2194,Chapter Fifty-Nine - LORD ABRAHAM BRISTLECONE!,Cinnamon Bun,RavensDagger
2020-07-17,2344,Chapter Sixty - Pretty Dresses,Cinnamon Bun,RavensDagger
2020-07-20,2292,Chapter Sixty-One - Spending the Night Inn,Cinnamon Bun,RavensDagger
2020-07-22,2278,Chapter Sixty-Two - The Dungeon Book,Cinnamon Bun,RavensDagger
2020-07-24,2128,Chapter Sixty-Three - The Shady Lady,Cinnamon Bun,RavensDagger
2020-07-27,2091,Chapter Sixty-Four - Physical Manakinesis,Cinnamon Bun,RavensDagger
2020-07-29,2108,Chapter Sixty-Five - Storytime,Cinnamon Bun,RavensDagger
2020-07-31,2057,Chapter Sixty-Six - A Place to Park Airships,Cinnamon Bun,RavensDagger
2020-08-03,2173,Chapter Sixty-Seven - Fairness,Cinnamon Bun,RavensDagger
2020-08-04,2274,Chapter Sixty-Eight - A Cure for Hysteria and Loneliness,Cinnamon Bun,RavensDagger
2020-08-05,2140,Chapter Sixty-Nine - Matters of Nobility,Cinnamon Bun,RavensDagger
2020-08-06,2079,Chapter Seventy - In Which Broccoli Kidnaps the Cute,Cinnamon Bun,RavensDagger
2020-08-07,2067,Chapter Seventy-One - Friendship is Magical,Cinnamon Bun,RavensDagger
2020-08-10,2083,Chapter Seventy-Two - The Adventurer Look,Cinnamon Bun,RavensDagger
2020-08-11,2097,Chapter Seventy-Three - Denying Moronity,Cinnamon Bun,RavensDagger
2020-08-12,2130,Chapter Seventy-Four - Dibs on Petting,Cinnamon Bun,RavensDagger
2020-08-13,2043,Chapter Seventy-Five - Flower Picking,Cinnamon Bun,RavensDagger
2020-08-14,2098,Chapter Seventy-Six - How Droll,Cinnamon Bun,RavensDagger
2020-08-17,2155,Chapter Seventy-Seven - The Best Pack,Cinnamon Bun,RavensDagger
2020-08-18,2499,Chapter Seventy-Eight - Glasslighting,Cinnamon Bun,RavensDagger
2020-08-19,2152,Chapter Seventy-Nine - Happy Dance,Cinnamon Bun,RavensDagger
2020-08-20,2205,Chapter Eighty - Path of Broken Reflections,Cinnamon Bun,RavensDagger
2020-08-21,2007,"Chapter Eighty-One - In Case of Puzzle, Break Glass",Cinnamon Bun,RavensDagger
2020-08-24,2053,Chapter Eighty-Two - Casus Bellyache,Cinnamon Bun,RavensDagger
2020-08-25,2172,Chapter Eighty-Three - There's No Sense Crying Over Every Mistake,Cinnamon Bun,RavensDagger
2020-08-26,2110,Chapter Eighty-Four - Psychohazard,Cinnamon Bun,RavensDagger
2020-08-27,2101,Chapter Eighty-Five - Funhouse,Cinnamon Bun,RavensDagger
2020-08-28,2085,Chapter Eighty-Six - Broccoli On Ice,Cinnamon Bun,RavensDagger
2020-08-31,2114,Chapter Eighty-Seven -Trouble in Parad-ice!,Cinnamon Bun,RavensDagger
2020-09-02,2096,Chapter Eighty-Eight - Wyvern,Cinnamon Bun,RavensDagger
2020-09-04,2115,Chapter Eighty-Nine - Down to Earth,Cinnamon Bun,RavensDagger
2020-09-07,2253,Chapter Ninety - Cleanup,Cinnamon Bun,RavensDagger
2020-09-09,2124,Chapter Ninety-One - Core Values,Cinnamon Bun,RavensDagger
2020-09-11,2081,Chapter Ninety-Two - Making Friends at the Next Level,Cinnamon Bun,RavensDagger
2020-09-14,2085,Chapter Ninety-Three - Buzzy Bee Boogie,Cinnamon Bun,RavensDagger
2020-09-16,2101,Chapter Ninety-Four - Dance Dance Beevolution,Cinnamon Bun,RavensDagger
2020-09-18,2115,Chapter Ninety-Five - Dungeon Known As...,Cinnamon Bun,RavensDagger
2020-09-21,2084,Chapter Ninety-Six - The Rusty Raven,Cinnamon Bun,RavensDagger
2020-09-23,2057,Chapter Ninety-Seven - Enter the Dragon,Cinnamon Bun,RavensDagger
2020-09-25,2081,Chapter Ninety-Eight - Bun of Her Word,Cinnamon Bun,RavensDagger
2020-09-28,2086,Chapter Ninety-Nine - What is a Normal Adventurer?,Cinnamon Bun,RavensDagger
2020-09-30,3801,Chapter One Hundred - No Strings Attached,Cinnamon Bun,RavensDagger
2020-10-01,2201,Chapter One Hundred and One - Evolution,Cinnamon Bun,RavensDagger
2020-10-02,2170,Chapter One Hundred and Two - Bounce Back,Cinnamon Bun,RavensDagger
2020-10-02,2130,Bonus Chapter: The Other Possibilities,Cinnamon Bun,RavensDagger
2020-10-05,2160,Chapter One Hundred and Three - The Lowest Low,Cinnamon Bun,RavensDagger
2020-10-06,2087,Chapter One Hundred and Four - The Bun in the Arena,Cinnamon Bun,RavensDagger
2020-10-07,2081,Chapter One Hundred and Five - Altering the Deal,Cinnamon Bun,RavensDagger
2020-10-08,2000,Chapter One Hundred and Six - Git Good,Cinnamon Bun,RavensDagger
2020-10-08,389, Cinnamon Bun Art Contest! ,Cinnamon Bun,RavensDagger
2020-10-08,2089,Chapter One Hundred and Seven - Bringing a Knife to a Chair Fight,Cinnamon Bun,RavensDagger
2020-10-09,2071,Chapter One Hundred and Eight - Buff Bun,Cinnamon Bun,RavensDagger
2020-10-12,2087,Chapter One Hundred and Nine - Civility,Cinnamon Bun,RavensDagger
2020-10-13,2112,Chapter One Hundred and Ten - Losing is Fun,Cinnamon Bun,RavensDagger
2020-10-14,2095,Chapter One Hundred and Eleven - Seize the Date,Cinnamon Bun,RavensDagger
2020-10-15,2160,Chapter One Hundred and Twelve - Teach a Dragon To Fish...,Cinnamon Bun,RavensDagger
2020-10-16,2063,Chapter One Hundred and Thirteen - And Also a Dragon,Cinnamon Bun,RavensDagger
2020-10-18,2117,Chapter One Hundred and Fourteen - Third Wheeling,Cinnamon Bun,RavensDagger
2020-10-19,2120,Chapter One Hundred and Fifteen - Dragon Rider of Bun,Cinnamon Bun,RavensDagger
2020-10-20,2086,Chapter One Hundred and Sixteen - Momma,Cinnamon Bun,RavensDagger
2020-10-21,2149,"Chapter One Hundred and Seventeen - Failing The Bechdel Test, but With Dragons",Cinnamon Bun,RavensDagger
2020-10-22,2116,Chapter One Hundred and Eighteen - Breaking Fast,Cinnamon Bun,RavensDagger
2020-10-23,2082,Chapter One Hundred and Nineteen - Morepoles,Cinnamon Bun,RavensDagger
2020-10-26,2290,Chapter One Hundred and Twenty - Into the Scumways,Cinnamon Bun,RavensDagger
2020-10-27,2117,Chapter One Hundred and Twenty-One - Gangsta Bun,Cinnamon Bun,RavensDagger
2020-10-28,2139,Chapter One Hundred and Twenty-Two - Interrogations,Cinnamon Bun,RavensDagger
2020-10-29,2113,Chapter One Hundred and Twenty-Three - An Old Name,Cinnamon Bun,RavensDagger
2020-10-30,2167,Chapter One Hundred and Twenty-Four - Say Hello to My Not-So-Little Friend,Cinnamon Bun,RavensDagger
2020-11-02,2117,Chapter One Hundred and Twenty-Five - Bad Implications,Cinnamon Bun,RavensDagger
2020-11-04,2078,Chapter One Hundred and Twenty-Six - War Talk,Cinnamon Bun,RavensDagger
2020-11-06,2125,"Chapter One Hundred and Twenty-Seven - A Poet, and Also a Dragon",Cinnamon Bun,RavensDagger
2020-11-09,2041,Chapter One Hundred and Twenty-Eight - Eating Out,Cinnamon Bun,RavensDagger
2020-11-11,2187,Chapter One Hundred and Twenty-Nine - Oblivious,Cinnamon Bun,RavensDagger
2020-11-13,2061,Chapter One Hundred and Thirty - Hoping For a Better Tomorrow,Cinnamon Bun,RavensDagger
2020-11-16,2197,Chapter One Hundred and Thirty-One - Fast Travel,Cinnamon Bun,RavensDagger
2020-11-18,2147,Chapter One Hundred and Thirty-Two - Harping on Friendship,Cinnamon Bun,RavensDagger
2020-11-20,2248,Chapter One Hundred and Thirty-Three - Of Course You Realize this Maybe War,Cinnamon Bun,RavensDagger
2020-11-23,2155,Chapter One Hundred and Thirty-Four - Family Matters Matter,Cinnamon Bun,RavensDagger
2020-11-25,2303,Chapter One Hundred and Thirty-Five - Great Balls of Fire,Cinnamon Bun,RavensDagger
2020-11-27,2034,Chapter One Hundred and Thirty-Six - Relationship of Fools,Cinnamon Bun,RavensDagger
2020-11-30,2130,Chapter One Hundred and Thirty-Seven - Sugar and Spice,Cinnamon Bun,RavensDagger
2020-12-01,2125,Chapter One Hundred and Thirty-Eight - Avianation,Cinnamon Bun,RavensDagger
2020-12-03,1989,Chapter One Hundred and Thirty-Nine - The Party Boat is Already Split,Cinnamon Bun,RavensDagger
2020-12-05,2152,Chapter One Hundred and Forty - Repetition is the Mother of All Learning,Cinnamon Bun,RavensDagger
2020-12-07,2155,Chapter One Hundred and Forty-One - Broccoli is to Ceremony as Bulls are to China Shops,Cinnamon Bun,RavensDagger
2020-12-09,2087,Chapter One Hundred and Forty-Two - He’s a Real Fixer-Upper,Cinnamon Bun,RavensDagger
2020-06-25,3013,Chapter One - Pop-Up,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-06-30,2130,Chapter Two - Walkabout Punks,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-07,1954,Chapter Three - Incursion Detected,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-14,1848,Chapter Four - Pole Dancing,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-21,1238,Chapter Five - Dying is For Other People,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-23,1439,Chapter Six - Pill Pusher,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-26,1249,Chapter Seven - Hummingbird,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-27,1627,Chapter Eight - Piss Poor Disguise,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-28,1430,Chapter Nine - Saint,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-29,1200,Chapter Ten - Done Dirt Cheap,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-29,1214,"Chapter Eleven - Like Santa, but With Guns",Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-30,1316,Chapter Twelve - Vending Machines,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-30,1171,Chapter Thirteen - Talking To Yourself,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-31,1149,Chapter Fourteen - Curiosity,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-07-31,1440,Chapter Fifteen - Worm,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-01,1187,Chapter Sixteen - Life Finds a Way,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-02,1493,Chapter Seventeen - Mall Cops,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-02,1131,Chapter Eighteen - Going Back Up,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-03,1148,Chapter Nineteen - Future,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-03,1306,Chapter Twenty - Rescue Quest,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-04,1283,Chapter Twenty-One - Descent,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-04,1296,Chapter Twenty-Two - Cheesing it,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-05,1191,Chapter Twenty-Three - Sludge,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-05,1130,Chapter Twenty-Four - Dumb and Dumber,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-06,1064,Chapter Twenty-Five - A Pad on the Wound,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-06,1054,Chapter Twenty-Six - Masks On,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-07,1181,Chapter Twenty-Seven - Stairs,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-08,1094,Chapter Twenty-Eight - Speared,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-08,1052,Chapter Twenty-Nine - A Crying Shame,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-09,1164,Chapter Thirty - Model Six,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-10,1316,Chapter Thirty-One - The Bigger They Are,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-11,1017,Chapter Thirty-Two - Fried,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-11,1165,Chapter Thirty-Three - The Perfect Fit,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-12,1111,Chapter Thirty-Four - Rule,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-13,1086,Chapter Thirty-Five - Death Flags,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-14,1257,Chapter Thirty-Six - A Matter of Trust,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-15,1172,Chapter Thirty-Seven - Armed and ready,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-17,1104,Chapter Thirty-Eight - Flesh Melter,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-18,1503,Chapter Thirty-Nine - Long Odds,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-19,1478,Chapter Forty - Rooftop,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-20,1690,Chapter Forty-One - Anti-Air,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-21,1611,Chapter Forty-Two - Back Against the Wall,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-24,1518,Chapter Forty-Three - Armed,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-25,1689,Chapter Forty-Four - Machina,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-08-27,1742,Chapter Forty-Five - Air Superiority,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-01,1855,Chapter Forty-Six - A Call,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-03,1816,Chapter Forty-Seven - Shopping Spree,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-04,1473,Chapter Forty-Eight - Rail Shooter,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-07,1671,Chapter Forty-Nine - Hunters,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-08,1514,Chapter Fifty - Milk Run,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-10,1523,Chapter Fifty-One - Along for the Fun,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-11,1532,Chapter Fifty-Two - Down Down Down,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-14,1691,Chapter Fifty-Three - Z-Word,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-15,1507,Chapter Fifty-Four - Setting to Boil,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-17,1613,Chapter Fifty-Five - Low Expectations,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-18,1544,Chapter Fifty-Six - Leaving a Gift Behind,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-21,1506,Chapter Fifty-Seven - Collateral Damage,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-22,1560,Chapter Fifty-Eight - Hot Stuff,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-24,1479,Chapter Fifty-Nine - Looking Like a Big Damn Hero,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-25,1567,Chapter Sixty - A Unique Combat Doctrine,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-28,1619,Chapter Sixty-One - Trapsetter,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-09-29,1560,Chapter Sixty-Two - Honour and Flames,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-10-01,1660,Chapter Sixty-Three - People are Stupid,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-10-06,1588,Chapter Sixty-Four - Tougher Means More Boom,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-10-08,1675,Chapter Sixty-Five - A Change in Tactics,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-10-13,1544,Chapter Sixty-Six - Impaled... Again,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
2020-10-15,1621,Chapter Sixty-Seven - Life Story,Stray Cat Strut ⁠— A Young Lady's Journey to Becoming a Pop-Up Samurai,RavensDagger
